allow,in,eth0,udp,192,.168.163.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.143.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.200.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.169.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.99.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.133.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.61.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.49.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.165.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.156.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.209.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.124.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.221.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.174.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.136.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.81.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.70.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.173.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.186.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.77.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.153.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.161.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.134.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.63.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.148.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.107.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.243.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.224.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.181.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.173.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.82.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.191.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.12.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.223.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.32.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.65.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.122.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.67.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.54.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.201.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.96.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.239.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.243.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.175.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.58.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.16.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.50.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.26.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.11.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.40.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.111.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.178.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.78.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.239.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.159.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.109.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.206.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.208.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.130.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.45.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.110.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.138.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.73.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.66.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.59.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.85.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.17.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.139.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.248.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.7.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.25.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.76.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.167.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.210.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.223.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.119.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.102.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.2.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.192.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.47.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.174.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.127.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.27.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.114.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.22.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.50.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.252.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.164.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.109.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.147.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.249.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.96.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.241.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.151.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.194.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.218.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.40.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.101.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.231.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.183.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.3.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.105.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.105.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.230.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.150.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.147.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.79.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.184.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.234.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.121.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.86.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.36.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.189.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.124.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.127.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.62.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.244.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.113.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.9.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.55.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.232.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.108.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.235.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.152.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.120.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.104.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.53.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.143.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.24.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.68.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.55.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.82.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.90.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.79.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.22.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.43.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.212.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.119.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.26.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.186.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.217.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.163.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.15.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.115.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.19.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.226.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.123.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.154.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.59.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.198.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.180.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.157.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.2.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.195.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.72.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.234.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.216.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.36.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.158.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.228.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.153.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.91.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.141.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.254.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.158.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.66.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.35.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.168.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.75.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.211.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.184.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.101.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.132.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.72.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.211.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.12.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.240.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.122.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.236.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.229.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.74.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.180.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.238.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.58.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.6.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.56.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.80.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.227.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.112.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.217.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.120.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.253.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.52.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.247.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.200.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.134.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.144.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.207.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.103.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.51.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.41.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.54.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.64.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.93.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.237.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.193.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.23.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.107.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.197.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.38.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.179.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.0.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.68.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.155.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.9.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.51.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.13.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.162.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.15.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.183.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.190.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.170.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.250.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.62.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.171.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.49.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.28.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.249.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.176.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.92.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.7.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.25.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.218.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.44.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.88.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.52.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.219.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.34.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.213.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.77.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.207.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.85.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.237.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.103.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.166.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.42.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.246.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.121.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.29.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.209.0/16,80,161,.246.34.11/16,80,
